date,venue,title,year,synopsis,url,cost,details,rating,posterSource,poster
"3 Sep 2018",azul-rooftop-hotel-hugo,Scarface,1983,"In Miami in 1980, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.",https://www.azulrooftop.com/cinema-nights,,"Film at sunset",R,https://ia.media-imdb.com/images/M/MV5BNjdjNGQ4NDEtNTEwYS00MTgxLTliYzQtYzE2ZDRiZjFhZmNlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,/img/posters/2018/scarface-1983.jpg
"10 Sep 2018",azul-rooftop-hotel-hugo,"Funny Face",1957,"An impromptu fashion shoot at a book store brings about a new fashion model discovery in the shop clerk.",https://www.azulrooftop.com/cinema-nights,,"Film at sunset",,https://ia.media-imdb.com/images/M/MV5BYzJkZmY2MGUtNjdlMy00ODVmLTliZjEtNTFjZGRhNTY0MWI1XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,/img/posters/2018/funny-face-1957.jpg
"17 Sep 2018",azul-rooftop-hotel-hugo,"Big Night",1996,"A failing Italian restaurant run by two brothers gambles on one special night to try to save the business.",https://www.azulrooftop.com/cinema-nights,,"Film at sunset",R,https://images-na.ssl-images-amazon.com/images/M/MV5BNTlhODIzNzEtNjE3ZC00NjBjLWE3ZTQtN2U1YjQ0ZGUxODc1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,/img/posters/2018/big-night-1996.jpg
"24 Sep 2018",azul-rooftop-hotel-hugo,Coco,2017,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",https://www.azulrooftop.com/cinema-nights,,"Film at sunset",PG,https://ia.media-imdb.com/images/M/MV5BYjQ5NjM0Y2YtNjZkNC00ZDhkLWJjMWItN2QyNzFkMDE3ZjAxXkEyXkFqcGdeQXVyODIxMzk5NjA@._V1_SX300.jpg,
"1 Oct 2018",azul-rooftop-hotel-hugo,"The Shining",1980,"A family heads to an isolated hotel for the winter where an evil spiritual presence influences the father into violence, while his psychic son sees horrific forebodings from the past and of the future.",https://www.azulrooftop.com/cinema-nights,,"Film at sunset",R,https://ia.media-imdb.com/images/M/MV5BZWFlYmY2MGEtZjVkYS00YzU4LTg0YjQtYzY1ZGE3NTA5NGQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,/img/posters/2018/the-shining-1980.jpg
"8 Oct 2018",azul-rooftop-hotel-hugo,Halloween,1978,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield to kill again.",https://www.azulrooftop.com/cinema-nights,,"Film at sunset",R,https://ia.media-imdb.com/images/M/MV5BNzk1OGU2NmMtNTdhZC00NjdlLWE5YTMtZTQ0MGExZTQzOGQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,/img/posters/2018/halloween-1978.jpg
"22 Jun 2018",firefighters-field-roosevelt-island,"Wonder Woman",2017,"When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.",https://rioc.ny.gov/372/Roosevelt-Island-Summer-Outdoor-Movie-Se,0,"Pre-show at 7pm, film at sunset",PG-13,https://ia.media-imdb.com/images/M/MV5BNDFmZjgyMTEtYTk5MC00NmY0LWJhZjktOWY2MzI5YjkzODNlXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,
"6 Jul 2018",firefighters-field-roosevelt-island,"A League of Their Own",1992,"Two sisters join the first female professional baseball league and struggle to help it succeed amidst their own growing rivalry.",https://rioc.ny.gov/372/Roosevelt-Island-Summer-Outdoor-Movie-Se,0,"Pre-show at 7pm, film at sunset",PG,https://ia.media-imdb.com/images/M/MV5BNjQ1NTQyYjktZDc5My00NDA1LWI1NmItY2ViNjQ0NDk4NmRjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,/img/posters/2018/a-league-of-their-own-1992.jpg
"20 Jul 2018",firefighters-field-roosevelt-island,"Star Wars: The Last Jedi",2017,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.",https://rioc.ny.gov/372/Roosevelt-Island-Summer-Outdoor-Movie-Se,0,"Pre-show at 7pm, film at sunset",PG-13,https://ia.media-imdb.com/images/M/MV5BMjQ1MzcxNjg4N15BMl5BanBnXkFtZTgwNzgwMjY4MzI@._V1_SX300.jpg,/img/posters/2018/star-wars-the-last-jedi-2017.jpg
"21 Jul 2018",firefighters-field-roosevelt-island,"The Fifth Element",1997,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",https://rioc.ny.gov/372/Roosevelt-Island-Summer-Outdoor-Movie-Se,0,"Pre-show at 7pm, film at sunset",PG-13,https://ia.media-imdb.com/images/M/MV5BZWFjYmZmZGQtYzg4YS00ZGE5LTgwYzAtZmQwZjQ2NDliMGVmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,/img/posters/2018/the-fifth-element-1997.jpg
"3 Aug 2018",firefighters-field-roosevelt-island,"Black Panther",2018,"T'Challa, the King of Wakanda, rises to the throne in the isolated, technologically advanced African nation, but his claim is challenged by a vengeful outsider who was a childhood victim of T'Challa's father's mistake.",https://rioc.ny.gov/372/Roosevelt-Island-Summer-Outdoor-Movie-Se,0,"Pre-show at 7pm, film at sunset",PG-13,https://ia.media-imdb.com/images/M/MV5BMTg1MTY2MjYzNV5BMl5BanBnXkFtZTgwMTc4NTMwNDI@._V1_SX300.jpg,/img/posters/2018/black-panther-2018.jpg
"17 Aug 2018",firefighters-field-roosevelt-island,"A Wrinkle in Time",2018,"After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him.",https://rioc.ny.gov/372/Roosevelt-Island-Summer-Outdoor-Movie-Se,0,"Pre-show at 7pm, film at sunset",PG,https://ia.media-imdb.com/images/M/MV5BMjMxNjQ5MTI3MV5BMl5BanBnXkFtZTgwMjQ2MTAyNDM@._V1_SX300.jpg,/img/posters/2018/a-wrinkle-in-time-2018.jpg
"7 Jun 2018",rooftop-reds-brooklyn,"Old School",2003,"Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.",http://www.rooftopreds.com/events/movie-showings/2018/2/19/old-school,30,"7:00pm – 11:00pm",R,https://ia.media-imdb.com/images/M/MV5BN2VjNDQ4MDctMDY3Yy00MmZmLTlhM2MtMWE4NjJhZTlmNTAxL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,/img/posters/2018/old-school-2003.jpg
"14 Jun 2018",rooftop-reds-brooklyn,Anchorman,2009,,http://www.rooftopreds.com/events/movie-showings/2018/2/19/anchorman,30,"7:00pm – 11:00pm",N/A,,
"21 Jun 2018",rooftop-reds-brooklyn,"Step Brothers",2008,"Two aimless middle-aged losers still living at home are forced against their will to become roommates when their parents marry.",http://www.rooftopreds.com/events/movie-showings/2018/2/19/step-brothers,30,"7:00pm – 11:00pm",R,https://ia.media-imdb.com/images/M/MV5BZjZiNzU0YWQtYTA4OS00OTYwLTk4ZmYtNGNmZjU3YTFjMjM5XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,/img/posters/2018/step-brothers-2008.jpg
"28 Jun 2018",rooftop-reds-brooklyn,"Blades of Glory",2007,"In 2002, two rival Olympic ice skaters were stripped of their gold medals and permanently banned from men's single competition. Presently, however, they've found a loophole that will allow them to qualify as a pairs team.",http://www.rooftopreds.com/events/movie-showings/2018/2/19/blades-of-glory,30,"7:00pm – 11:00pm",PG-13,https://m.media-amazon.com/images/M/MV5BMTY3MDMyMTYxMl5BMl5BanBnXkFtZTcwMjk0NzI0MQ@@._V1_SX300.jpg,/img/posters/2018/blades-of-glory-2007.jpg
"5 Jul 2018",rooftop-reds-brooklyn,"The Hunger Games",2012,"Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.",http://www.rooftopreds.com/events/movie-showings/2018/2/19/hunger-games,30,"7:00pm – 11:00pm",PG-13,https://ia.media-imdb.com/images/M/MV5BMjA4NDg3NzYxMF5BMl5BanBnXkFtZTcwNTgyNzkyNw@@._V1_SX300.jpg,/img/posters/2018/the-hunger-games-2012.jpg
"12 Jul 2018",rooftop-reds-brooklyn,"The Hunger Games: Catching Fire",2013,"Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.",http://www.rooftopreds.com/events/movie-showings/2018/2/19/catching-fire,30,"7:00pm – 11:00pm",PG-13,https://ia.media-imdb.com/images/M/MV5BMTAyMjQ3OTAxMzNeQTJeQWpwZ15BbWU4MDU0NzA1MzAx._V1_SX300.jpg,/img/posters/2018/the-hunger-games-catching-fire-2013.jpg
"19 Jul 2018",rooftop-reds-brooklyn,"Silver Linings Playbook",2012,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",http://www.rooftopreds.com/events/movie-showings/2018/2/19/silver-linings-playbook,30,"7:00pm – 11:00pm",R,https://ia.media-imdb.com/images/M/MV5BMTM2MTI5NzA3MF5BMl5BanBnXkFtZTcwODExNTc0OA@@._V1_SX300.jpg,/img/posters/2018/silver-linings-playbook-2012.jpg
"26 Jul 2018",rooftop-reds-brooklyn,"American Hustle",2013,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia.",http://www.rooftopreds.com/events/movie-showings/2018/2/19/american-hustle,30,"7:00pm – 11:00pm",R,https://ia.media-imdb.com/images/M/MV5BMmM4YzJjZGMtNjQxMy00NjdlLWJjYTItZWZkYzdhOTdhNzFiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,/img/posters/2018/american-hustle-2013.jpg
"2 Aug 2018",rooftop-reds-brooklyn,Jumanji,1995,"When two kids find and play a magical board game, they release a man trapped for decades in it and a host of dangers that can only be stopped by finishing the game.",http://www.rooftopreds.com/events/movie-showings/2018/2/19/jumanji,30,"7:00pm – 11:00pm",PG,https://ia.media-imdb.com/images/M/MV5BZTk2ZmUwYmEtNTcwZS00YmMyLWFkYjMtNTRmZDA3YWExMjc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,/img/posters/2018/jumanji-1995.jpg
"9 Aug 2018",rooftop-reds-brooklyn,"Dead Poets Society",1989,"English teacher John Keating inspires his students to look at poetry with a different perspective of authentic knowledge and feelings.",http://www.rooftopreds.com/events/movie-showings/2018/2/19/dead-poets-society,30,"7:00pm – 11:00pm",PG,https://ia.media-imdb.com/images/M/MV5BOGYwYWNjMzgtNGU4ZC00NWQ2LWEwZjUtMzE1Zjc3NjY3YTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,/img/posters/2018/dead-poets-society-1989.jpg
"16 Aug 2018",rooftop-reds-brooklyn,Hook,1991,"When Captain Hook kidnaps his children, an adult Peter Pan must return to Neverland and reclaim his youthful spirit in order to challenge his old enemy.",http://www.rooftopreds.com/events/movie-showings/2018/2/19/hook,30,"7:00pm – 11:00pm",PG,https://ia.media-imdb.com/images/M/MV5BNmJjNTQzMjctMmE2NS00ZmYxLWE1NjYtYmRmNjNiMzljOTc3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,/img/posters/2018/hook-1991.jpg
"23 Aug 2018",rooftop-reds-brooklyn,"The Birdcage",2011,"After innocently intercepting a telephone call, a young boy's life is changed forever as the seemingly solid relationship of his mother and father begins to unravel before his very eyes.",http://www.rooftopreds.com/events/movie-showings/2018/2/19/birdcage,30,"7:00pm – 11:00pm",N/A,,
"30 Aug 2018",rooftop-reds-brooklyn,"Good Will Hunting",1997,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",http://www.rooftopreds.com/events/movie-showings/2018/2/19/good-will-hunting,30,"7:00pm – 11:00pm",R,https://ia.media-imdb.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,/img/posters/2018/good-will-hunting-1997.jpg
"6 Sep 2018",rooftop-reds-brooklyn,"Inglourious Basterds",2009,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",http://www.rooftopreds.com/events/movie-showings/2018/2/19/inglourious-basterds,30,"7:00pm – 11:00pm",R,https://ia.media-imdb.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,/img/posters/2018/inglourious-basterds-2009.jpg
"13 Sep 2018",rooftop-reds-brooklyn,"Austin Powers: International Man of Mystery",1997,"A 1960s hipster secret agent is brought out of cryofreeze to oppose his greatest enemy in the 1990s, where his social attitudes are glaringly out of place.",http://www.rooftopreds.com/events/movie-showings/2018/2/19/austin-powers,30,"7:00pm – 11:00pm",PG-13,https://ia.media-imdb.com/images/M/MV5BMTRhZTY0MDItY2I1Yi00MGE3LTk1ZDEtMjA0ZGZhNDQyNGU0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,/img/posters/2018/austin-powers-international-man-of-mystery-1997.jpg
"20 Sep 2018",rooftop-reds-brooklyn,"So I Married an Axe Murderer",1993,"A San Francisco poet who fears commitment suspects his girlfriend may have a knack for killing off her significant others.",http://www.rooftopreds.com/events/movie-showings/2018/2/19/married-axe-murderer,30,"7:00pm – 11:00pm",PG-13,https://images-na.ssl-images-amazon.com/images/M/MV5BNjU0YzdhNjYtNzdlZi00ZDIwLWIzNWUtOWE2NmVjOGI2ZThiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,/img/posters/2018/so-i-married-an-axe-murderer-1993.jpg
"27 Sep 2018",rooftop-reds-brooklyn,"Wayne’s World",1992,"Two slacker friends try to promote their public-access cable show.",http://www.rooftopreds.com/events/movie-showings/2018/2/19/waynes-world,30,"7:00pm – 11:00pm",PG-13,https://m.media-amazon.com/images/M/MV5BMDAyNDY3MjUtYmJjYS00Zjc5LTlhM2MtNzgzYjNlOWVkZjkzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,/img/posters/2018/wayne-s-world-1992.jpg
"1 Oct 2018",rooftop-reds-brooklyn,"Hocus Pocus",1993,"After three centuries, three witch sisters are resurrected in Salem, Massachusetts on Halloween night, and it is up to two teenagers, a young girl, and an immortal cat to put an end to their reign of terror once and for all.",http://www.rooftopreds.com/events/movie-showings/2018/2/19/hocus-pocus,30,"7:00pm – 11:00pm",PG,https://ia.media-imdb.com/images/M/MV5BMmQyYmY5ZTMtM2JkNi00NmM2LWE3ZmEtYWYzZmRkZDM0ZTdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,/img/posters/2018/hocus-pocus-1993.jpg
"11 Oct 2018",rooftop-reds-brooklyn,Scream,1996,"A year after the murder of her mother, a teenage girl is terrorized by a new killer, who targets the girl and her friends by using horror films as part of a deadly game.",http://www.rooftopreds.com/events/movie-showings/2018/2/19/scream,30,"7:00pm – 11:00pm",R,https://ia.media-imdb.com/images/M/MV5BMjA2NjU5MTg5OF5BMl5BanBnXkFtZTgwOTkyMzQxMDE@._V1_SX300.jpg,/img/posters/2018/scream-1996.jpg
"25 Oct 2018",rooftop-reds-brooklyn,"Nightmare on Elm Street",1984,"Several people are hunted by a cruel serial killer who kills his victims in their dreams. While the survivors are trying to find the reason for being chosen, the murderer won't lose any chance to kill them as soon as they fall asleep.",http://www.rooftopreds.com/events/movie-showings/2018/2/19/nightmare-elm-street,30,"7:00pm – 11:00pm",R,https://ia.media-imdb.com/images/M/MV5BNzFjZmM1ODgtMDBkMS00NWFlLTg2YmUtZjc3ZTgxMjE1OTI2L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,/img/posters/2018/nightmare-on-elm-street-1984.jpg
"31 Oct 2018",rooftop-reds-brooklyn,"The Amityville Horror",2005,"Newlyweds are terrorized by demonic forces after moving into a large house that was the site of a grisly mass murder a year before.",http://www.rooftopreds.com/events/movie-showings/2018/2/19/amityville-horror,30,"7:00pm – 11:00pm",R,https://ia.media-imdb.com/images/M/MV5BMzc1Njc2NDc3NV5BMl5BanBnXkFtZTYwODYyNzI3._V1_SX300.jpg,/img/posters/2018/the-amityville-horror-2005.jpg
"18 Jul 2018",long-meadow-north-prospect-park,"The Wizard of Oz",1939,"Dorothy Gale is swept away from a farm in Kansas to a magical land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home in Kansas and help her friends as well.",https://www.prospectpark.org/news-events/events/summer-movie-under-stars-wizard-oz/#summer-movie-under-stars-wizard-oz,0,"7:00pm – 10:00pm

RSVP online",PG,https://ia.media-imdb.com/images/M/MV5BNjUyMTc4MDExMV5BMl5BanBnXkFtZTgwNDg0NDIwMjE@._V1_SX300.jpg,/img/posters/2018/the-wizard-of-oz-1939.jpg
"25 Jul 2018",long-meadow-north-prospect-park,"Alice in Wonderland",1951,"Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way.",https://www.prospectpark.org/news-events/events/summer-movie-under-stars-alice-wonderland/#summer-movie-under-stars-alice-wonderland,0,"7:00pm – 11:00pm

RSVP online",G,https://ia.media-imdb.com/images/M/MV5BMTgyMjM2NTAxMF5BMl5BanBnXkFtZTgwNjU1NDc2MTE@._V1_SX300.jpg,/img/posters/2018/alice-in-wonderland-1951.jpg
"1 Aug 2018",long-meadow-north-prospect-park,"West Side Story",1961,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",https://www.prospectpark.org/news-events/events/summer-movie-under-stars-west-side-story/#summer-movie-under-stars-west-side-story,0,"7:00pm – 11:00pm

RSVP online",,https://ia.media-imdb.com/images/M/MV5BMTM0NDAxOTI5MF5BMl5BanBnXkFtZTcwNjI4Mjg3NA@@._V1_SX300.jpg,/img/posters/2018/west-side-story-1961.jpg
"8 Aug 2018",long-meadow-north-prospect-park,"Space Jam",1996,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",https://www.prospectpark.org/news-events/events/summer-movie-under-stars-space-jam/#summer-movie-under-stars-space-jam,0,"7:00pm – 11:00pm

RSVP online",PG,https://ia.media-imdb.com/images/M/MV5BMDgyZTI2YmYtZmI4ZC00MzE0LWIxZWYtMWRlZWYxNjliNTJjXkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_SX300.jpg,/img/posters/2018/space-jam-1996.jpg
"25 May 2018",randalls-island-park-manhattan,Moana,2016,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",https://www.nycgovparks.org/events/2018/05/25/outdoor-movie-night-at-randalls-island-park-moana,0,"8:30pm – 10:15pm",PG,https://ia.media-imdb.com/images/M/MV5BMjI4MzU5NTExNF5BMl5BanBnXkFtZTgwNzY1MTEwMDI@._V1_SX300.jpg,/img/posters/2018/moana-2016.jpg
"2 Jun 2018",lemon-creek-park,"The Lion King",1994,"A Lion cub crown prince is tricked by a treacherous uncle into thinking he caused his father's death and flees into exile in despair, only to learn in adulthood his identity and his responsibilities.",https://www.nycgovparks.org/events/2018/06/02/movies-under-the-stars-the-lion-king,0,"8:00pm – 9:30pm",G,https://ia.media-imdb.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_SX300.jpg,/img/posters/2018/the-lion-king-1994.jpg
"2 Jun 2018",westerleigh-park,"The Lorax",2012,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",https://www.nycgovparks.org/events/2018/06/02/movies-under-the-stars-dr-suess-the-lorax,0,"8:00pm – 9:30pm",PG,https://ia.media-imdb.com/images/M/MV5BMTU1MTAwMjk1NF5BMl5BanBnXkFtZTcwMDI5NDc4Ng@@._V1_SX300.jpg,/img/posters/2018/the-lorax-2012.jpg
"2 Jun 2018",samuel-seabury-playground,Deep,2017,"In 2100, when humanity has abandoned the earth, a colony of extravagant creatures still thrives in the deepest abyss of the ocean. Deep, an adventurous ""dumbo"" octopus and the last one of ...",https://www.nycgovparks.org/events/2018/06/02/movies-under-the-stars-deep,0,"8:00pm – 11:00pm",PG,https://images-na.ssl-images-amazon.com/images/M/MV5BMmQ0MWYzZjYtNGFiNS00MjE4LTliODUtMTFhOGIwMzY0ZWFmXkEyXkFqcGdeQXVyNjcwODQ2Nzc@._V1_SX300.jpg,/img/posters/2018/deep-2017.jpg
"2 Jun 2018",montbellier-park,"Lego: Ninjago",2017,"Shunned by everyone for being the son of an evil warlord, a teenager seeks to defeat him with the help of his fellow ninjas.",https://www.nycgovparks.org/events/2018/06/02/movies-under-the-stars-lego-ninjago,0,"8:00pm – 10:00pm",PG,https://ia.media-imdb.com/images/M/MV5BNDI3MDljMTQtYzBiYS00NDk2LTlhYzUtYmM0NWIyMmZkMDZkXkEyXkFqcGdeQXVyNjk5NDA3OTk@._V1_SX300.jpg,/img/posters/2018/lego-ninjago-2017.jpg
"2 Jun 2018",shore-park,Zootopia,2016,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",https://www.nycgovparks.org/events/2018/06/02/movies-under-the-stars-zootopia,0,"8:30pm – 10:30pm",PG,https://ia.media-imdb.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_SX300.jpg,/img/posters/2018/zootopia-2016.jpg
"3 Jun 2018",manhattan-beach-park,"Fiddler on the Roof",1971,"In prerevolutionary Russia, a Jewish peasant contends with marrying off three of his daughters while growing anti-Semitic sentiment threatens his village.",https://www.nycgovparks.org/events/2018/06/03/nyc-parks-retro-drivein-cinema-fiddler-on-the-roof,0,"8:20pm – 11:20pm

“NYC Parks Retro Drive-In”",G,https://ia.media-imdb.com/images/M/MV5BNmRmMzkzNTItYzIwOC00OTljLWE3NWQtNTA3OWQxYTA0ODJkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,/img/posters/2018/fiddler-on-the-roof-1971.jpg
"5 Jun 2018",st-nicholas-park,"Lady Bird",2017,"In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.",https://www.nycgovparks.org/events/2018/06/05/movies-under-the-stars-deep,0,"8:00pm – 11:00pm",R,https://ia.media-imdb.com/images/M/MV5BODhkZGE0NDQtZDc0Zi00YmQ4LWJiNmUtYTY1OGM1ODRmNGVkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,/img/posters/2018/lady-bird-2017.jpg
"6 Jun 2018",de-witt-clinton-park,"Boss Baby",2017,"A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.",https://www.nycgovparks.org/events/2018/06/06/movies-under-the-stars-boss-baby,0,"8:00pm – 11:00pm",PG,https://ia.media-imdb.com/images/M/MV5BMTg5MzUxNzgxNV5BMl5BanBnXkFtZTgwMTM2NzQ3MjI@._V1_SX300.jpg,/img/posters/2018/boss-baby-2017.jpg
"6 Jun 2018",yellowstone-park,"101 Dalmatians",1961,"When a litter of Dalmatian puppies are abducted by the minions of Cruella de Vil, the parents must find them before she uses them for a diabolical fashion statement.",https://www.nycgovparks.org/events/2018/06/06/movies-under-the-stars,0,"8:00pm – 10:00pm",G,https://ia.media-imdb.com/images/M/MV5BZGMyMjE4OGUtNGZmMC00YzdmLThkMWYtZWIzMmEzNjA4MzVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,/img/posters/2018/101-dalmatians-1961.jpg
"7 Jun 2018",corporal-john-a-seravalli-playground,"Three Billboards Outside Ebbing, Missouri",2017,"A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.",https://www.nycgovparks.org/events/2018/06/07/movies-under-the-stars-three-billboards-outside-ebbing-misouri,0,"8:00pm – 11:00pm",R,https://ia.media-imdb.com/images/M/MV5BMjMxNzgwMDUyMl5BMl5BanBnXkFtZTgwMTQ0NTIyNDM@._V1_SX300.jpg,/img/posters/2018/three-billboards-outside-ebbing-missouri-2017.jpg
"7 Jun 2018",tony-dapolito-recreation-center,Moonlight,2016,"A chronicle of the childhood, adolescence and burgeoning adulthood of a young, African-American, gay man growing up in a rough neighborhood of Miami.",https://www.nycgovparks.org/events/2018/06/07/movies-under-the-stars-pride-month-series-moonlight,0,"8:00pm – 11:00pm",R,https://ia.media-imdb.com/images/M/MV5BNzQxNTIyODAxMV5BMl5BanBnXkFtZTgwNzQyMDA3OTE@._V1_SX300.jpg,/img/posters/2018/moonlight-2016.jpg
"8 Jun 2018",astoria-park,"Wonder Woman",2017,"When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.",https://www.nycgovparks.org/events/2018/06/08/apa-presents-wonder-woman-in-astoria-park,0,"7:00pm – 10:00pm",PG-13,https://ia.media-imdb.com/images/M/MV5BNDFmZjgyMTEtYTk5MC00NmY0LWJhZjktOWY2MzI5YjkzODNlXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,
"8 Jun 2018",clove-lakes-park,Fences,2016,"A working-class African-American father tries to raise his family in the 1950s, while coming to terms with the events of his life.",https://www.nycgovparks.org/events/2018/06/08/movies-under-the-stars-fences,0,"8:00pm – 10:00pm",PG-13,https://ia.media-imdb.com/images/M/MV5BOTg0Nzc1NjA0MV5BMl5BanBnXkFtZTgwNTcyNDQ0MDI@._V1_SX300.jpg,/img/posters/2018/fences-2016.jpg
"8 Jun 2018",the-meadow-cedar-grove-park,Moana,2016,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",https://www.nycgovparks.org/events/2018/06/08/movies-under-the-stars-moana,0,"8:00pm – 10:00pm",PG,https://ia.media-imdb.com/images/M/MV5BMjI4MzU5NTExNF5BMl5BanBnXkFtZTgwNzY1MTEwMDI@._V1_SX300.jpg,
"8 Jun 2018",columbus-park,Mulan,1998,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.",https://www.nycgovparks.org/events/2018/06/08/movies-under-the-stars-moca-cinema-mulan,0,"8:30pm – 10:30pm",G,https://ia.media-imdb.com/images/M/MV5BODkxNGQ1NWYtNzg0Ny00Yjg3LThmZTItMjE2YjhmZTQ0ODY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,/img/posters/2018/mulan-1998.jpg
